id,name,country,city,bic,street,street2,zip,phone
l10n_ec.bank_195,COOPERATIVA DE AHORRO Y CREDITO SANTA ANITA LTDA,Ecuador,COTACACHI,CDSAECE1,,,,
l10n_ec.bank_196,COOPERATIVA DE AHORRO Y CREDITO HUAQUILLAS LTDA,Ecuador,HUAQUILLAS,CHDQECE1,,,,
l10n_ec.bank_197,Coop Manuel Esteban Godoy Ortega Ltda Coopmego,Ecuador,,420,,,,
l10n_ec.bank_198,COOPERATIVA DE AHORRO Y CREDITO PADRE JULIAN LORENTE LTDA,Ecuador,LOJA,CHRPECE1,,,,
l10n_ec.bank_199,COOPERATIVA DE AHORRO Y CREDITO CARIAMANGA LTDA,Ecuador,CALVAS,OARMECE1,,,,
l10n_ec.bank_200,COOPERATIVA DE AHORRO Y CREDITO MARCABELI LTDA,Ecuador,MARCABELI,CHTBECE1,,,,
l10n_ec.bank_201,COOPERATIVA DE AHORRO Y CREDITO AGRICOLA JUNIN,Ecuador,JUNIN,OACRECE1,,,,
l10n_ec.bank_202,COOPERATIVA DE AHORRO Y CREDITO PUERTO LOPEZ LTDA,Ecuador,PUERTO LOPEZ,OACUECE1,,,,
l10n_ec.bank_203,COOPERATIVA DE AHORRO Y CREDITO NUEVA ESPERANZA LTDA,Ecuador,RIOBAMBA,CNESECE1,,,,
l10n_ec.bank_204,COOPERATIVA DE AHORRO Y CREDITO SAN JORGE LTDA,Ecuador,RIOBAMBA,CSJGECE1,,,,
l10n_ec.bank_205,COOPERATIVA DE AHORRO Y CREDITO FERNANDO DAQUILEMA,Ecuador,RIOBAMBA,CHCFECE1,,,,
l10n_ec.bank_206,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DE PASTAZA LTDA,Ecuador,PUYO,OARUECE1,,,,
l10n_ec.bank_207,Coop. A. Y C. De La Peq. Emp. Cacpe Zamora Ltda,Ecuador,,450,,,,
l10n_ec.bank_208,Coop. De A. Y C. Desarrollo Integral Ltda,Ecuador,,451,,,,
l10n_ec.bank_209,COOPERATIVA DE AHORRO Y CREDITO EL CALVARIO LTDA,Ecuador,TISALEO,OARVECE1,,,,
l10n_ec.bank_210,COOPERATIVA DE AHORRO Y CREDITO JUAN PIO DE MORA LTDA,Ecuador,SAN MIGUEL,CAEJECE1,,,,
l10n_ec.bank_211,COOPERATIVA DE AHORRO Y CREDITO PILAHUIN,Ecuador,SALCEDO,CAOHECE1,,,,
l10n_ec.bank_212,COOPERATIVA DE AHORRO Y CREDITO PUCARA LTDA,Ecuador,PASTOCALLE,OHCPECE1,,,,
l10n_ec.bank_213,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE LOJA,Ecuador,LOJA,OHERECE1,,,,
l10n_ec.bank_214,INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL (IESS),Ecuador,QUITO,IESSECE1,,,,
l10n_ec.bank_215,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,Ecuador,QUITO,OAIVECE1,,,,
l10n_ec.bank_216,COOPERATIVA DE AHORRO Y CREDITO 23 DE MAYO LTDA,Ecuador,QUITO,CHCYECE1,,,,
l10n_ec.bank_217,COOPERATIVA DE AHORRO Y CREDITO COCA LTDA,Ecuador,QUITO Y BOLIVAR,OAOCECE1,,,,
l10n_ec.bank_218,COOPERATIVA DE AHORRO Y CREDITO PILAHUIN TIO LTDA,Ecuador,OTAVALO,CRIHECE1,,,,
l10n_ec.bank_219,COOPERATIVA DE AHORRO Y CREDITO HUAICANA LTDA,Ecuador,QUITO,CRTHECE1,,,,
l10n_ec.bank_220,Coop De A Y C Credisur Ltda,Ecuador,,468,,,,
l10n_ec.bank_221,Fondo De Cesantia Del Magisterio Ecuat Fcme-Fcpc,Ecuador,,469,,,,
l10n_ec.bank_222,COOPERATIVA DE AHORRO Y CREDITO HUAQUILLAS LTDA,Ecuador,HUAQUILLAS,CHDQECE1,,,,
l10n_ec.bank_223,Coop De A Y C Banos Ltda,Ecuador,,472,,,,
l10n_ec.bank_224,COOPERATIVA DE AHORRO Y CREDITO CACPE CELICA,Ecuador,CELICA,OATPECE1,,,,
l10n_ec.bank_225,COOPERATIVA DE AHORRO Y CREDITO VENCEDORES DE TUNGURAHUA LTDA,Ecuador,AMBATO,OADVECE1,,,,
l10n_ec.bank_226,COOPERATIVA DE AHORRO Y CREDITO ECUAFUTURO LTDA,Ecuador,AMBATO,OAIUECE1,,,,
l10n_ec.bank_227,COOPERATIVA DE AHORRO Y CREDITO MAQUITA CUSHUN LTDA,Ecuador,AMBATO,CHRQECE1,,,,
l10n_ec.bank_228,COOPERATIVA DE AHORRO Y CREDITO VALLES DEL LIRIO AICEP,Ecuador,AMBATO,OATVECE1,,,,
l10n_ec.bank_229,COOPERATIVA DE AHORRO Y CREDITO ESFUERZO UNIDO PARA EL DESARROLLO DEL CHILCO LA ESPERANZA LTDA,Ecuador,TISALEO,CHEZECE1,,,,
l10n_ec.bank_230,Coop A Y C Carroceros De Tungurahua,Ecuador,,480,,,,
l10n_ec.bank_231,COOPERATIVA DE AHORRO Y CREDITO SIMIATUG LIMITADA,Ecuador,GUARANDA,OAITECE1,,,,
l10n_ec.bank_232,COOPERATIVA DE AHORRO Y CREDITO SINCHI RUNA LTDA,Ecuador,SAQUISILI,CRCHECE1,,,,
l10n_ec.bank_233,COOPERATIVA DE AHORRO Y CREDITO SANTA ROSA DE PATUTAN LTDA,Ecuador,LATACUNGA,OATSECE1,,,,
l10n_ec.bank_234,COOPERATIVA DE AHORRO Y CREDITO SAN MIGUEL DE SIGCHOS,Ecuador,SIGCHOS,OAOSECE1,,,,
l10n_ec.bank_235,COOPERATIVA DE AHORRO Y CREDITO SIERRA CENTRO LTDA,Ecuador,LATACUNGA,OAOIECE1,,,,
l10n_ec.bank_236,COOPERATIVA DE AHORRO Y CREDITO GONZANAMA,Ecuador,GONZANAMA,CHRZECE1,,,,
l10n_ec.bank_237,COOPERATIVA DE AHORRO Y CREDITO QUILANGA LTDA,Ecuador,QUILANGA,CHCQECE1,,,,
l10n_ec.bank_238,COOPERATIVA DE AHORRO Y CREDITO 27 DE ABRIL,Ecuador,LOJA,OATAECE1,,,,
l10n_ec.bank_239,Coop De A Y C Crediamigo Ltda Loja Mies,Ecuador,,489,,,,
l10n_ec.bank_240,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESAFORTUNA,Ecuador,LOJA,OAIPECE1,,,,
l10n_ec.bank_241,Coop A Y C Profesionales Del Volante Union Ltda,Ecuador,,491,,,,
l10n_ec.bank_242,COOPERATIVA DE AHORRO Y CREDITO CACPE CELICA,Ecuador,CELICA,OATPECE1,,,,
l10n_ec.bank_243,COOPERATIVA DE AHORRO Y CREDITO FUTURO Y PROGRESO DE GALAPAGOS,Ecuador,SANTA CRUZ,OATFECE1,,,,
l10n_ec.bank_244,COOPERATIVA DE AHORRO Y CREDITO SUMAC LLACTA LTDA,Ecuador,RIOBAMBA,OAEMECE1,,,,
l10n_ec.bank_245,COOPERATIVA DE AHORRO Y CREDITO LUCHA CAMPESINA,Ecuador,CUMANDA,CREHECE1,,,,
l10n_ec.bank_246,COOPERATIVA DE AHORRO Y CREDITO MAQUITA CUSHUNCHIC LTDA,Ecuador,QUITO,CHOQECE1,,,,
l10n_ec.bank_247,COOPERATIVA DE AHORRO Y CREDITO FOCLA,Ecuador,LAGO AGRIO,CHDFECE1,,,,
l10n_ec.bank_248,COOPERATIVA DE AHORRO Y CREDITO CASAG,Ecuador,QUITO,CHRGECE1,,,,
l10n_ec.bank_249,BANCO D-MIRO S.A.,Ecuador,Guayaquil,DMIRECE1,Coop. Américo Vespucio 2,"A, Solar 8, Vía Perimetral Km",,(04)3700500
l10n_ec.bank_250,Coop De A Y C General Ruminahui,Ecuador,,501,,,,
l10n_ec.bank_251,COOPERATIVA DE AHORRO Y CREDITO MULTICULTURAL INDIGENA LTDA,Ecuador,AMBATO,CHTMECE1,,,,
l10n_ec.bank_252,COOPERATIVA DE AHORRO Y CREDITO 20 DE FEBRERO LTDA.,Ecuador,QUITO,CHOBECE1,,,,
l10n_ec.bank_253,Coop De A Y C Del Col. Fisc. Vicente Rocafuerte,Ecuador,,504,,,,
l10n_ec.bank_254,COOPERATIVA DE AHORRO Y CREDITO JADAN,Ecuador,GUALACEO,CCHEECE1,,,,
l10n_ec.bank_255,Coop De A Y C Inka Kipu Ltda,Ecuador,,509,,,,
l10n_ec.bank_256,COOPERATIVA DE AHORRO Y CREDITO ACCION TUNGURAHUA LTDA.,Ecuador,AMBATO,OAEAECE1,,,,
l10n_ec.bank_257,COOPERATIVA DE AHORRO Y CREDITO PIJAL,Ecuador,OTAVALO,CHDJECE1,,,,
l10n_ec.bank_258,COOPERATIVA DE AHORRO Y CREDITO ESCENCIA INDIGENA LTDA,Ecuador,IBARRA,OACEECE1,,,,
l10n_ec.bank_259,COOPERATIVA DE AHORRO Y CREDITO MERCED LTDA,Ecuador,CUENCA,CSMDECE1,,,,
l10n_ec.bank_260,Coop De A Y C Catamayo Ltda,Ecuador,,514,,,,
l10n_ec.bank_261,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUENA EMPRESA CACPE MACARA,Ecuador,LOJA,CODQECE1,,,,
l10n_ec.bank_262,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DE EL ORO LTDA,Ecuador,MACHALA,OADOECE1,,,,
l10n_ec.bank_263,BANCO COOPNACIONAL S.A.,Ecuador,Guayaquil,CPOCECE1,Capitán Nájera 4210,La 14 ava,,(04)3709820
l10n_ec.bank_264,COOPERATIVA DE AHORRO Y CREDITO 16 DE JUNIO,Ecuador,MACHALA,CHCJECE1,,,,
l10n_ec.bank_265,COOPERATIVA DE AHORRO Y CREDITO CACPE MANABI,Ecuador,PORTOVIEJO,OACPECE1,,,,
l10n_ec.bank_266,COOPERATIVA DE AHORRO Y CREDITO FASAYNAN LTDA,Ecuador,CHORDELEG,CHRYECE1,,,,
l10n_ec.bank_267,Coop Cacique Guritave,Ecuador,,546,,,,
l10n_ec.bank_268,COOPERATIVA DE AHORRO Y CREDITO SOLIDARIDAD Y PROGRESO ORIENTAL,Ecuador,AZOGUES,CRTDECE1,,,,
l10n_ec.bank_269,COOPERATIVA DE AHORRO Y CREDITO LOS ANDES LATINOS LTDA,Ecuador,GUAYAQUIL,OATLECE1,,,,
l10n_ec.bank_270,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO LTDA,Ecuador,CUENCA,OADPECE1,,,,
l10n_ec.bank_271,COOPERATIVA DE AHORRO Y CREDITO SALASACA,Ecuador,SAN PEDRO DE PELILEO,OARLECE1,,,,
l10n_ec.bank_272,COOPERATIVA DE AHORRO Y CREDITO SUMAK SAMY LTDA,Ecuador,AMBATO,CORKECE1,,,,
l10n_ec.bank_273,COOPERATIVA DE AHORRO Y CREDITO INTERCULTURAL TARPUK RUNA LTDA,Ecuador,AMBATO,OADIECE1,,,,
l10n_ec.bank_274,COOPERATIVA DE AHORRO Y CREDITO VIRGEN DEL CISNE,Ecuador,LATACUNGA,CRDVECE1,,,,
l10n_ec.bank_275,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DE ZAMORA CHINCHIPE LTDA,Ecuador,ZAMORA,OADDECE1,,,,
l10n_ec.bank_276,COOPERATIVA DE AHORRO Y CREDITO LAS LAGUNAS,Ecuador,SARAGURO,OAIGECE1,,,,
l10n_ec.bank_277,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DE EL ORO LTDA,Ecuador,MACHALA,OADOECE1,,,,
l10n_ec.bank_278,COOPERATIVA DE AHORRO Y CREDITO DORADO LTDA,Ecuador,AMBATO,CRODECE1,,,,
l10n_ec.bank_279,COOPERATIVA DE AHORRO Y CREDITO RIOCHICO,Ecuador,PORTOVIEJO,CHEHECE1,,,,
l10n_ec.bank_280,COOPERATIVA DE AHORRO Y CREDITO SAN MARTIN DE TISALEO LTDA,Ecuador,TISALEO,OAINECE1,,,,
l10n_ec.bank_281,Coop. De A. Y C. Alli Tarpuc Ltda.,Ecuador,,581,,,,
l10n_ec.bank_282,COOPERATIVA DE AHORRO Y CREDITO SAN MIGUEL DE PALLATANGA,Ecuador,SAN MIGUEL,OHRNECE1,,,,
l10n_ec.bank_283,Coop De A Y C Fenix,Ecuador,,590,,,,
l10n_ec.bank_284,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE LOJA,Ecuador,LOJA,OHERECE1,,,,
l10n_ec.bank_285,Coop.De A. Y C. De Crecimiento Economico Rentable,Ecuador,,592,,,,
l10n_ec.bank_286,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,Ecuador,SALCEDO,CHDLECE1,,,,
l10n_ec.bank_287,Coop.De A. Y C. Popular Y Solidaria,Ecuador,,594,,,,
l10n_ec.bank_288,COOPERATIVA DE AHORRO Y CREDITO LA INMACULADA DE SAN PLACIDO LTDA,Ecuador,PORTOVIEJO,OAIIECE1,,,,
l10n_ec.bank_289,COOPERATIVA DE AHORRO Y CREDITO CIUDAD DE ZAMORA,Ecuador,ZAMORA,OHRUECE1,,,,
l10n_ec.bank_290,Coop. De A Y C De La Pequena Empresa De Palora,Ecuador,,597,,,,
l10n_ec.bank_291,COOPERATIVA DE AHORRO Y CREDITO INDIGENA ALFA Y OMEGA LTDA,Ecuador,QUITO,OATNECE1,,,,
l10n_ec.bank_292,COOPERATIVA DE AHORRO Y CREDITO CREA LTDA.,Ecuador,CUENCA,OAORECE1,,,,
l10n_ec.bank_293,COOPERATIVA DE AHORRO Y CREDITO CHIBULEO LTDA,Ecuador,AMBATO,CROHECE1,,,,
l10n_ec.bank_294,COOPERATIVA DE AHORRO Y CREDITO EL TESORO PILLARENO,Ecuador,PILLARO,OATTECE1,,,,
l10n_ec.bank_295,COOPERATIVA DE AHORRO Y CREDITO KISAPINCHA LTDA,Ecuador,AMBATO,COEKECE1,,,,
l10n_ec.bank_296,COOPERATIVA DE AHORRO Y CREDITO JUVENTUD UNIDA LTDA,Ecuador,AMBATO,CHRJECE1,,,,
l10n_ec.bank_297,COOPERATIVA DE AHORRO Y CREDITO UNION QUISAPINCHA LTDA,Ecuador,AMBATO,OAOUECE1,,,,
l10n_ec.bank_298,COOPERATIVA DE AHORRO Y CREDITO 13 DE ABRIL,Ecuador,VENTANAS,OATBECE1,,,,
l10n_ec.bank_299,Coop. De A. Y C. Salinas Ltda.,Ecuador,,610,,,,
l10n_ec.bank_300,COOPERATIVA DE AHORRO Y CREDITO SAN PEDRO LTDA,Ecuador,GUARANDA,OAOAECE1,,,,
l10n_ec.bank_301,COOPERATIVA DE AHORRO Y CREDITO LOS CHASQUIS PASTOCALLE LTDA,Ecuador,LATACUNGA,CHTQECE1,,,,
l10n_ec.bank_302,Coop. De A. Y C. Coopindigena Ltda.,Ecuador,,613,,,,
l10n_ec.bank_303,Coop. De A. Y C. La Union Ltda.,Ecuador,,614,,,,
l10n_ec.bank_304,COOPERATIVA DE AHORRO Y CREDITO PADRE VICENTE PONCE RUBIO,Ecuador,TULCAN,OAODECE1,,,,
l10n_ec.bank_305,Coop. De A. Y C. Mushug Causay Ltda.,Ecuador,,633,,,,
l10n_ec.bank_306,Coop. De A. Y C. 29 De Agosto,Ecuador,,634,,,,
l10n_ec.bank_307,COOPERATIVA DE AHORRO Y CREDITO CREDISOCIO,Ecuador,SANTO DOMINGO,OHEDECE1,,,,
l10n_ec.bank_308,COOPERATIVA DE AHORRO Y CREDITO FONDO PARA EL DESARROLLO Y LA VIDA,Ecuador,QUITO,OHDFECE1,,,,
l10n_ec.bank_309,COOPERATIVA DE AHORRO Y CREDITO NUEVA VISION,Ecuador,QUITO,OAOVECE1,,,,
l10n_ec.bank_310,COOPERATIVA DE AHORRO Y CREDITO FOCAP,Ecuador,LAGO AGRIO,OHRFECE1,,,,
l10n_ec.bank_311,Coop. De A. Y C. San Vicente Del Sur Ltda.,Ecuador,,676,,,,
l10n_ec.bank_312,COOPERATIVA DE AHORRO Y CREDITO PARA LA VIVIENDA ORDEN Y SEGURIDAD,Ecuador,QUITO,OHRVECE1,,,,
l10n_ec.bank_313,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO JOYA DE LOS SACHAS LTDA,Ecuador,JOYA DE LOS SACHAS,OHRMECE1,,,,
l10n_ec.bank_314,COOPERATIVA DE AHORRO Y CREDITO FOCAP,Ecuador,LAGO AGRIO,OHRFECE1,,,,
l10n_ec.bank_315,Coop. De A. Y C. 18 De Noviembre,Ecuador,,680,,,,
l10n_ec.bank_316,COOPERATIVA DE AHORRO Y CREDITO DR CORNELIO SAENZ VERA LTDA,Ecuador,GUAYAQUIL,OHDCECE1,,,,
l10n_ec.bank_317,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DEL AZUAY LTDA,Ecuador,CUENCA,OHEUECE1,,,,
l10n_ec.bank_318,COOPERATIVA DE AHORRO Y CREDITO MULTICULTURAL INDIGENA LTDA,Ecuador,AMBATO,CHTMECE1,,,,
l10n_ec.bank_319,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,Ecuador,AMBATO,OHECECE1,,,,
l10n_ec.bank_320,Coop. De A. Y C. San Bartolome Ltda,Ecuador,,685,,,,
l10n_ec.bank_321,COOPERATIVA DE AHORRO Y CREDITO MUSHUKWASI,Ecuador,SARAGURO,CAEWECE1,,,,
l10n_ec.bank_322,Coop De A. Y C. Sisay Kanari,Ecuador,,687,,,,
l10n_ec.bank_323,COOPERATIVA DE AHORRO Y CREDITO ACCION IMBABURAPAK LTDA.,Ecuador,OTAVALO,CPHCECE1,,,,
l10n_ec.bank_324,COOPERATIVA DE AHORRO Y CREDITO HERMES GAIBOR VERDESOTO,Ecuador,LATACUNGA,OADHECE1,,,,
l10n_ec.bank_325,Coop. De A. Y C. Semillas De Pangua,Ecuador,,690,,,,
l10n_ec.bank_326,COOPERATIVA DE AHORRO Y CREDITO MUSHUKWASI,Ecuador,SARAGURO,CAEWECE1,,,,
l10n_ec.bank_327,Coop De A. Y C. Panamericana Ltda,Ecuador,,692,,,,
l10n_ec.bank_328,Coop. De A. Y C. Vilcabamba Cacvil,Ecuador,,693,,,,
l10n_ec.bank_329,COOPERATIVA DE AHORRO Y CREDITO FAMILIA SOLIDARIA,Ecuador,MACHALA,OHEFECE1,,,,
l10n_ec.bank_330,COOPERATIVA DE AHORRO Y CREDITO EL PARAISO MANGA DEL CURA,Ecuador,EL CARMEN,OHEPECE1,,,,
l10n_ec.bank_331,Coac De Los Profesores Empleados Y Trabajadores De,Ecuador,,696,,,,
l10n_ec.bank_332,Coac. Santa Rosa De San Carlos Ltda.,Ecuador,,697,,,,
l10n_ec.bank_333,Coop. De A. Y C. Constructor Del Desarrollo Solida,Ecuador,,698,,,,
l10n_ec.bank_334,Coop De A. Y C. Mushuk Yuyay Ltda,Ecuador,,699,,,,
l10n_ec.bank_335,Corporacion Financiera,Ecuador,,700,,,,
l10n_ec.bank_336,Coop. De A. Y C. Alianza Social Ecu. Alsec,Ecuador,,701,,,,
l10n_ec.bank_337,Coop. De A. Y C. Renovadora Ecu,Ecuador,,702,,,,
l10n_ec.bank_338,Coop. De A. Y C. Mushuk Yuyay - Napo,Ecuador,,703,,,,
l10n_ec.bank_339,COOPERATIVA DE AHORRO Y CREDITO SANTA ANA LTDA,Ecuador,SANTA ANA,OHCTECE1,,,,
l10n_ec.bank_340,Coop. De A. Y C. Educadores Del Napo,Ecuador,,705,,,,
l10n_ec.bank_341,Cooperativa De A. Y C. Textil 14 De Marzo,Ecuador,,706,,,,
l10n_ec.bank_342,Coop. De A Y C San Carlos Ltda.,Ecuador,,707,,,,
l10n_ec.bank_343,Coac A Y C Esperanza De Valle De La Virgen Ltda.,Ecuador,,708,,,,
l10n_ec.bank_344,Coac A Y C Zona De Capital Corcimol,Ecuador,,709,,,,
l10n_ec.bank_345,Coop.De A. Y C. Artesanal Del Azuay,Ecuador,,710,,,,
l10n_ec.bank_346,COOPERATIVA DE AHORRO Y CREDITO SUMAK SAMY LTDA,Ecuador,AMBATO,CORKECE1,,,,
l10n_ec.bank_347,Coop. De A. Y C. Rey David Ltda,Ecuador,,712,,,,
l10n_ec.bank_348,Coop. De A. Y C. Kullki Wasi Ltda.,Ecuador,,713,,,,
l10n_ec.bank_349,COOPERATIVA DE AHORRO Y CREDITO SINCHI RUNA LTDA,Ecuador,SAQUISILI,CRCHECE1,,,,
l10n_ec.bank_350,Coop. De A. Y C. Fuerza De Los Andes,Ecuador,,715,,,,
l10n_ec.bank_351,Coop De A. Y C. Camino De Luz Ltda.,Ecuador,,716,,,,
l10n_ec.bank_352,Coac A Y C Educadores De Bolivar,Ecuador,,717,,,,
l10n_ec.bank_353,Coac San Miguel Ltda.,Ecuador,,718,,,,
l10n_ec.bank_354,Coop. De A. Y C. Salinerita,Ecuador,,719,,,,
l10n_ec.bank_355,Coop. De A. Y C. Bola Amarilla,Ecuador,,720,,,,
l10n_ec.bank_356,Coop A Y C Vision De Los Andes Visandes,Ecuador,,721,,,,
l10n_ec.bank_357,Coop. De A. Y C. Senor Del Arbol,Ecuador,,722,,,,
l10n_ec.bank_358,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE LOJA,Ecuador,LOJA,OHERECE1,,,,
l10n_ec.bank_359,Coop De A. Y C. Educadores De Loja,Ecuador,,725,,,,
l10n_ec.bank_360,Coop De A. Y C. Indigena Sac Latacunga Ltda,Ecuador,,726,,,,
l10n_ec.bank_361,COOPERATIVA DE AHORRO Y CREDITO GONZANAMA,Ecuador,GONZANAMA,CHRZECE1,,,,
l10n_ec.bank_362,Coac Coopymec Macara,Ecuador,,728,,,,
l10n_ec.bank_363,Coac Cadecom Macara,Ecuador,,729,,,,
l10n_ec.bank_364,Coop De A. Y C. 22 De Junio-Orianga,Ecuador,,730,,,,
l10n_ec.bank_365,Coop. A.Yc.Sagrada Familia Solidaridad,Ecuador,,732,,,,
l10n_ec.bank_366,Coop. De A. Y C. Naupa Kausay,Ecuador,,733,,,,
l10n_ec.bank_367,Ccop A Y C De Apecap Cac Apecap,Ecuador,,734,,,,
l10n_ec.bank_368,COOPERATIVA DE AHORRO Y CREDITO SAN JUAN DE COTOGCHOA,Ecuador,RUMINAHUI,CADJECE1,,,,
l10n_ec.bank_369,COOPERATIVA DE AHORRO Y CREDITO MERCED LTDA,Ecuador,CUENCA,CSMDECE1,,,,
l10n_ec.bank_370,Coop. De A. Y C. Cooptopaxi Ltda.,Ecuador,,338,,,,
l10n_ec.bank_371,Coop. De A. Y C. Grameen Amazonas,Ecuador,,620,,,,
l10n_ec.bank_372,Coop. De A. Y C. El Transportista Cacet,Ecuador,,621,,,,
l10n_ec.bank_373,COOPERATIVA DE AHORRO Y CREDITO SERVIDORES MUNICIPALES DE CUENCA,Ecuador,CUENCA,OAOEECE1,,,,
l10n_ec.bank_374,COOPERATIVA DE AHORRO Y CREDITO COOPROGRESO LTDA.,Ecuador,QUITO,CHCRECE1,,,,
l10n_ec.bank_375,COOPERATIVA DE AHORRO Y CREDITO ILINIZA LTDA,Ecuador,LATACUNGA,CAIZECE1,,,,
l10n_ec.bank_376,COOPERATIVA DE AHORRO Y CREDITO SARAGUROS,Ecuador,SARAGURO,CHOGECE1,,,,
l10n_ec.bank_377,COOPERATIVA DE AHORRO Y CREDITO INTI WASI LTDA INTICOOP,Ecuador,SARAGURO,CHTTECE1,,,,
l10n_ec.bank_378,COOPERATIVA DE AHORRO Y CREDITO SAN ISIDRO LTDA,Ecuador,SUCRE,OARNECE1,,,,
l10n_ec.bank_379,COOPERATIVA DE AHORRO Y CREDITO EMPRENDEDORES COOPEMPRENDER LIMITADA,Ecuador,QUITO,OAEEECE1,,,,
l10n_ec.bank_380,Silvercross S.A Casa De Valores Sccv,Ecuador,,723,,,,
l10n_ec.bank_381,BOLSA DE VALORES DE GUAYAQUIL S.A.,Ecuador,GUAYAQUIL,XGUAECE1,,,,
l10n_ec.bank_382,COOPERATIVA DE AHORRO Y CREDITO FOCLA,Ecuador,LAGO AGRIO,CHDFECE1,,,,
l10n_ec.bank_383,COOPERATIVA DE AHORRO Y CREDITO SOCIO AMIGO COOPSA,Ecuador,MARCABELI,OAEOECE1,,,,
l10n_ec.bank_384,Coop. De A. Y C. Saint Michel Ltda.,Ecuador,,727,,,,
l10n_ec.bank_385,COOPERATIVA DE AHORRO Y CREDITO MANANTIAL DE ORO LTDA,Ecuador,MACHACHI,CMCNECE1,,,,
l10n_ec.bank_386,COOPERATIVA DE AHORRO Y CREDITO ANDINA LTDA,Ecuador,LATACUNGA,CEADECE1,,,,
l10n_ec.bank_387,COOPERATIVA DE AHORRO Y CREDITO ACCION Y DESARROLLO LTDA,Ecuador,GUAMOTE,CCDRECE1,,,,
l10n_ec.bank_388,COOPERATIVA DE AHORRO Y CREDITO FUTURO Y DESARROLLO FUNDESARROLLO,Ecuador,QUITO,CHTFECE1,,,,
l10n_ec.bank_389,Coop. De A. Y C. Esperanza Del Futuro Ltda.,Ecuador,,9902,,,,
l10n_ec.bank_390,Coop. De A. Y C. 17 De Marzo Ltda,Ecuador,,9903,,,,
l10n_ec.bank_391,Coop. De A. Y C. Catar Ltda,Ecuador,,9904,,,,
l10n_ec.bank_392,Coop. De A. Y C. De Accion Popular,Ecuador,,9905,,,,
l10n_ec.bank_393,Coop. De A. Y C. Alli Tarpuk Ltda,Ecuador,,9906,,,,
l10n_ec.bank_394,Coop. De A. Y C. 16 De Julio Ltda,Ecuador,,9907,,,,
l10n_ec.bank_395,COOPERATIVA DE AHORRO Y CREDITO POLICIA NACIONAL LTDA,Ecuador,QUITO,CPCCECE1,,,,
l10n_ec.bank_396,Coop. De A. Y C. Politecnica Ltda.,Ecuador,,9909,,,,
l10n_ec.bank_397,Coop. De A. Y C. Nacional Llano Grande Ltda.,Ecuador,,9910,,,,
l10n_ec.bank_398,Coop. De A. Y C. San Valentin,Ecuador,,9911,,,,
l10n_ec.bank_399,Coop. De A. Y C. Totalife Ltda,Ecuador,,9912,,,,
l10n_ec.bank_400,Acciones Valores Casa De Valores S.A. Accival,Ecuador,,9913,,,,
l10n_ec.bank_401,Santa Fe Casa De Valores S.A. Santafevalores,Ecuador,,9914,,,,
l10n_ec.bank_402,PICAVAL CASA DE VALORES SA,Ecuador,QUITO,PICVECE1,,,,
l10n_ec.bank_403,Analytica Securties C.A. Casa De Valores,Ecuador,,9916,,,,
l10n_ec.bank_404,Orion Casa De Valores S.A,,Ecuador,,,,,,
l10n_ec.bank_405,Stratega Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_406,Ecofsa Casa De Valores S.A.,Ecuador,,9919,,,,
l10n_ec.bank_407,Merchantvalores Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_408,Casa De Valores Value S.A.,Ecuador,,,,,,
l10n_ec.bank_409,Inmovalor Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_410,Ecuabursatil Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_411,Plus Valores Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_412,Mercapital Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_413,Portafolio Casa De Valores S.A. Portavalor,Ecuador,,9926,,,,
l10n_ec.bank_414,Metrovalores Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_415,Vectorglobal Wmg Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_416,Holdunpartners Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_417,COOPERATIVA DE AHORRO Y CREDITO TENA LTDA,Ecuador,TENA,,,,,
l10n_ec.bank_418,Casa De Valores Banrio S.A.,Ecuador,,,,,,
